#{"t_start": 1752660851.000786, "env_id": "VizdoomTakeCover-v0"}
r,l,t
-65.1,88,4009.728924
-26.0,60,4010.288428
-15.0,88,4037.664183
-22.9,68,4038.309457
-26.9,58,4038.98465
-15.8,86,4039.701731
-44.2,140,4047.148806
-18.2,80,4080.745917
11.2,28,4081.566722
-72.1,70,4083.578339
-26.0,60,4084.59462
-13.9,91,4085.596937
-14.5,89,4086.36588
-8.6,104,4087.70031
-19.8,76,4118.639531
-19.6,76,4119.321706
1.1,128,4120.332003
19.7,175,4121.573681
20.5,177,4147.336751
-18.3,80,4149.296508
-0.7,124,4152.116961
-18.3,80,4153.749593
-28.4,54,4154.821724
32.2,81,4155.861941
-22.7,69,4177.351445
-44.5,139,4178.50835
-18.3,80,4179.730081
-26.0,60,4180.410262
-0.0,125,4196.584987
37.8,95,4225.076756
15.7,40,4225.415848
-25.9,61,4226.083063
11.2,153,4227.325738
9.5,24,4227.735642
-18.9,78,4228.469678
-28.2,55,4228.980311
11.5,29,4256.009993
-25.9,61,4256.914572
-19.7,76,4258.048538
-65.8,86,4259.943469
-25.2,62,4261.529225
-23.5,67,4262.132612
37.0,93,4263.025223
-8.7,104,4285.300625
-26.9,58,4285.695568
-18.3,80,4286.326879
26.6,67,4286.781662
25.6,64,4287.477799
20.2,51,4287.837837
-51.5,122,4288.566886
-26.2,60,4328.80024
-18.3,80,4329.388667
17.0,43,4329.976094
-23.0,68,4330.760994
6.7,142,4332.08944
21.9,55,4336.931485
29.9,75,4370.55652
-68.6,79,4371.258642
-21.8,71,4371.906908
-4.3,115,4372.829439
-20.5,74,4373.389939
-10.2,100,4374.390263
-26.3,60,4404.413934
-26.2,60,4404.895645
-39.0,28,4405.419245
11.3,29,4405.969771
-19.7,76,4407.161582
-9.0,103,4409.067485
-21.2,72,4410.575449
60.7,152,4436.18892
-27.6,56,4436.653675
-12.0,95,4437.569226
-26.0,60,4438.02401
-22.1,70,4438.757048
22.7,57,4439.131047
30.8,77,4439.751387
-17.6,81,4471.147387
20.9,53,4471.67298
-24.6,64,4472.381087
-22.9,68,4472.762066
-23.4,67,4473.259735
30.1,76,4474.110459
-19.8,76,4474.75274
-0.8,123,4559.594743
-17.2,82,4560.396598
31.6,79,4561.022922
-20.9,73,4561.903567
16.5,42,4562.216728
-27.6,56,4562.728359
-25.7,61,4563.265921
-7.3,107,4626.421945
48.0,120,4627.579848
-15.3,87,4628.279974
1.7,130,4629.275311
6.1,141,4699.708864
-26.2,60,4700.109791
10.0,25,4700.688244
17.6,44,4701.153997
22.0,55,4701.659644
-25.8,61,4702.337831
12.9,33,4702.705845
30.0,75,4703.180576
-3.1,118,4768.305333
22.2,56,4768.862841
14.2,36,4769.217891
-28.7,54,4769.93198
-1.2,122,4770.78071
19.9,50,4771.396063
-16.1,85,4772.224845
-21.1,73,4773.051635
11.2,28,4845.868809
-9.6,101,4856.106419
-9.2,102,4857.506672
-21.3,72,4858.045231
-22.2,70,4858.53891
24.2,61,4859.173213
-28.5,54,4859.848406
-15.7,86,4885.998441
11.6,154,4887.100493
-12.2,95,4888.773018
-19.6,76,4890.030653
-56.1,110,4892.030303
34.9,88,4923.129097
-16.6,84,4924.165325
-23.8,66,4924.753751
-23.1,68,4925.366112
-4.6,114,4926.447219
-16.6,84,4927.044621
11.1,28,4957.970878
-16.0,85,4958.947266
33.5,84,4959.865807
5.1,138,4961.136407
16.0,40,4961.32989
-23.0,68,4961.967185
33.1,83,4996.0859
24.0,60,4996.555643
37.9,220,5006.938862
-18.4,79,5007.397634
4.4,136,5062.344623
17.6,44,5062.526136
-21.7,71,5063.371873
-21.7,71,5064.096934
11.2,28,5064.275456
53.9,135,5065.483225
7.7,145,5109.467544
13.2,33,5109.732834
10.3,26,5109.873457
-24.0,65,5110.348187
-15.6,86,5111.354495
57.4,144,5113.720166
31.6,79,5115.078531
40.0,100,5162.247329
26.2,191,5165.143581
-18.6,79,5165.890582
-10.0,100,5166.829071
-17.7,81,5167.402537
-17.5,82,5212.342299
-4.4,114,5215.550715
-14.0,90,5216.391466
26.5,67,5216.967923
-16.9,83,5217.496509
-0.3,125,5245.998252
-20.9,73,5246.646518
-25.2,62,5247.425433
23.2,58,5248.006878
-54.1,115,5249.300418
-21.5,72,5251.005854
-29.4,52,5251.559373
32.8,82,5288.604259
-22.2,70,5289.359239
-16.8,83,5290.193008
6.6,142,5291.752834
-16.5,84,5292.340262
9.1,148,5321.305764
25.2,63,5322.055758
-24.1,65,5322.54844
-25.1,63,5323.022172
-16.9,83,5323.664454
