#{"t_start": 1752325840.006835, "env_id": "VizdoomHealthGathering-v0"}
r,l,t
51.4,96,14994.676575
51.4,96,14995.297914
61.0,120,14995.899306
51.4,96,14996.362069
51.4,96,15037.604802
51.4,96,15038.293959
51.4,96,15038.910311
51.4,96,15039.427927
51.4,96,15040.013362
72.6,144,15077.759444
61.0,120,15079.618474
51.4,96,15080.4313
51.4,96,15081.395722
51.4,96,15110.029167
51.4,96,15123.336588
51.4,96,15123.868167
51.4,96,15124.337912
96.2,128,15125.068956
51.4,96,15157.77252
51.4,96,15158.240269
94.2,128,15159.037138
51.4,96,15159.580686
73.6,144,15160.459337
51.4,96,15191.764638
51.4,96,15192.311177
51.4,96,15192.984377
51.4,96,15193.608707
70.6,144,15227.350495
84.0,120,15229.23346
51.4,96,15230.855125
51.4,96,15231.975131
51.4,96,15233.122064
61.0,120,15265.237201
51.4,96,15280.018681
70.6,144,15283.46746
51.4,96,15283.999039
51.4,96,15284.557546
51.4,96,15315.394101
104.4,136,15317.371815
51.4,96,15318.900726
85.0,120,15319.633766
51.4,96,15346.631584
51.4,96,15347.045477
61.0,120,15348.368939
51.4,96,15351.012871
51.4,96,15353.601948
51.4,96,15388.872648
51.4,96,15389.361341
51.4,96,15389.783214
102.6,144,15390.64491
77.6,144,15391.286195
116.6,144,15420.797294
61.0,120,15434.339089
51.4,96,15435.824117
51.4,96,15437.83574
51.4,96,15475.477101
61.0,120,15476.126365
51.4,96,15476.760669
51.4,96,15477.299229
51.4,96,15477.835795
86.6,144,15512.975844
51.4,96,15513.480494
61.0,120,15514.476831
51.4,96,15514.986468
51.4,96,15551.669392
70.6,144,15552.618854
51.4,96,15553.261137
51.4,96,15553.848567
70.6,144,15554.705276
51.4,96,15599.757823
51.4,96,15600.414069
70.6,144,15614.22614
62.0,120,15614.729794
61.0,120,15654.1494
51.4,96,15654.71489
51.4,96,15655.372132
96.2,128,15655.981503
61.0,120,15698.539718
76.0,120,15699.220897
104.2,168,15700.191302
51.4,96,15700.620156
51.4,96,15701.031057
107.0,160,15738.700344
51.4,96,15739.229928
61.0,120,15739.79043
96.4,136,15740.543417
51.4,96,15776.750612
51.4,96,15777.120623
51.4,96,15790.1458
51.4,96,15790.673388
85.0,120,15791.172055
82.0,120,15832.77682
70.6,144,15833.651482
61.0,120,15834.197023
51.4,96,15834.636847
85.0,120,15870.44511
51.4,96,15871.000625
85.0,120,15871.962054
71.0,120,15872.583393
51.4,96,15914.320804
51.4,96,15914.890281
51.4,96,15915.442804
51.4,96,15915.920526
122.8,152,15916.880958
51.4,96,15948.834527
61.0,120,15949.394031
51.4,96,15949.964506
51.4,96,15962.868007
93.2,128,15997.720824
101.4,136,15998.359118
51.4,96,15998.957518
65.0,120,16000.00771
99.6,144,16032.751167
51.4,96,16033.232878
61.0,120,16034.089588
123.0,160,16034.935327
63.0,120,16036.179003
51.4,96,16074.758854
51.4,96,16075.361245
102.6,184,16076.38351
66.0,120,16077.026791
101.4,136,16113.004601
61.0,120,16116.261892
51.4,96,16130.584599
94.6,144,16131.606865
70.6,144,16161.360316
61.0,120,16162.008582
51.4,96,16162.799468
51.4,96,16163.348001
61.0,120,16215.126565
51.4,96,16215.595313
51.4,96,16216.302423
95.6,144,16217.104279
85.0,120,16253.473042
51.4,96,16253.956748
91.6,144,16255.068776
51.4,96,16255.617309
51.4,96,16258.138569
73.0,120,16304.415842
51.4,96,16305.581724
100.6,144,16307.390887
70.6,144,16321.508142
51.4,96,16368.872509
106.6,144,16369.45196
70.6,144,16370.473229
74.0,120,16371.485523
51.4,96,16423.844535
51.4,96,16424.517735
61.0,120,16425.250776
133.6,184,16426.230157
70.6,144,16464.046052
89.2,168,16468.870154
61.0,120,16471.693606
61.0,120,16514.442312
51.4,96,16515.672024
61.0,120,16517.025405
90.2,168,16517.951928
93.2,128,16578.324515
110.2,168,16579.17923
51.4,96,16579.729759
92.2,128,16580.617385
51.4,96,16632.288237
64.0,120,16633.003326
51.4,96,16633.74235
61.0,120,16634.401587
51.4,96,16634.93516
89.8,192,16679.659585
51.4,96,16682.24567
61.0,120,16684.517596
70.6,144,16685.171847
51.4,96,16726.477412
61.0,120,16728.050207
51.4,96,16728.819151
68.0,120,16729.902255
80.0,120,16791.096646
51.4,96,16792.228619
79.0,120,16793.659792
51.4,96,16794.604267
51.4,96,16795.881852
80.2,168,16842.965967
100.6,144,16843.908447
51.4,96,16844.512832
51.4,96,16845.004517
100.8,192,16891.976931
80.0,120,16892.827656
61.0,120,16893.594606
97.6,144,16934.732619
51.4,96,16935.42377
51.4,96,16936.117915
61.0,120,16936.812059
51.4,96,16937.438384
86.6,144,16998.409372
61.0,120,17001.506092
51.4,96,17004.297628
93.2,168,17008.562227
105.8,152,17045.061642
70.0,120,17045.66403
70.6,144,17046.662362
51.4,96,17047.298661
51.4,96,17100.529342
98.4,136,17101.493764
51.4,96,17102.078201
104.6,144,17102.970815
51.4,96,17149.559255
51.4,96,17150.017032
61.0,120,17150.959512
51.4,96,17151.398339
51.4,96,17151.900994
102.6,224,17212.036217
61.0,120,17212.746318
51.4,96,17213.203097
63.0,120,17252.806214
51.4,96,17255.980726
62.0,120,17259.229041
100.6,144,17261.932812
51.4,96,17262.470375
51.4,96,17304.370351
61.0,120,17305.037567
61.0,120,17306.021935
51.4,96,17306.457769
134.8,192,17352.864696
61.0,120,17353.670541
61.0,120,17354.529246
51.4,96,17355.05484
75.0,120,17401.977387
79.0,120,17415.171113
70.6,144,17415.898169
92.6,144,17416.860595
61.0,120,17468.971272
51.4,96,17469.471933
51.4,96,17470.212952
51.4,96,17470.74852
102.2,168,17512.834997
80.2,168,17517.002854
96.2,128,17518.788081
82.0,120,17519.373515
96.6,144,17555.102989
51.4,96,17555.731309
70.0,120,17556.617938
70.6,144,17557.461683
51.4,96,17608.995901
70.6,144,17623.470201
284.8,352,17670.191288
61.0,120,17670.79268
99.6,144,17671.976514
51.4,96,17672.585885
61.0,120,17719.652049
51.4,96,17720.142736
129.8,152,17720.91966
67.0,120,17721.791329
172.8,192,17774.034651
61.0,120,17774.926267
